Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Stone art (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);PhotoID;X;Y
IA;1000008830;Paimio;Talkooniitty;KM;20276;;6711496;3262653;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;FALSE;kvartsiitti;78;48;34;;;;;KM 20276;22,68335672;60,44429852
IA;1000008829;Paimio;Pakurla 2;KM;20277;;6712020;3263017;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;FALSE;kvartsiitti;88;54;35;;;;;KM 20277;22,68932773;60,44920188
IA;uusi 1591;Hirvensalmi;Mäentalo;KM;20297;;6831371;3487936;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;kiilleliuske;57;57;11;;;;;KM 20297;26,76960605;61,58980098
IA;uusi 1599;Salo;Alkoholistihuoltola;KM;20323;;6680811;3271752;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;FALSE;kvartsiitti;107;42;32;;;;;KM 20323;22,88297758;60,17485616
IA;777010118;Suomussalmi;Komeronniemi 1;KM;20368;;7228836;3598012;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;FALSE;kvartsiitti;92;63;31;;;;;KM 20368;29,08527181;65,14125186
IA;777010116;Suomussalmi;Putikka;KM;20374;1;7216165;3597431;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;2;;FALSE;kvartsiitti;91;62;30;;;;;KM 20374_1;29,06407939;65,02785023
IA;1000000421;Sodankylä;Autiokenttä;KM;20585;15;7513200;3491480;196;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;vuolukivi;43;43;;;;;;KM 20585_15;26,79475939;67,70564549
IA;uusi 613;Vaala;Hiisiniemi;KM;20943;;7139260;3496180;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;116;39;22;;;;molemmilla lappeilla uurteet;KM 20943;26,91738735;64,35226671
IA;uusi 629;Myrskylä;Kankkila;KM;20996;;6723531;3432440;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;;44;80;31;;;;;KM 20996;25,76307334;60,61650238
IA;620010004;Puolanka;Arola;KM;21291;;7160360;3535700;167;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;118;45;23;;;;;KM 21291;27,7404082;64,53969601
IA;777010209;Suomussalmi;Puras;KM;21333;;7203171;3620296;227;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;kiilleliuske;52;48;8;;;;;KM 21333;29,53774529;64,903938
IA;uusi 718;Lapua;Lapua;KM;21422;3;6991065;3296572;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;95;49;28;;;;;KM 21422_3;22,98485988;62,96581204
IA;uusi 721;Kristiinankaupunki;Dagsmark;KM;21425;3;6914718;3221362;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;kvartsiitti;70;51;28;;;;;KM 21425_3;21,63342516;62,2340828
IA;uusi 729;Vöyri;Vöyri;KM;21433;;7012155;3261488;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;71;50;24;;;;;KM 21433;22,26499088;63,13306872
IA;uusi 730;Närpiö;Ylimarkku;KM;21434;;6958093;3215110;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;75;54;30;;;;;KM 21434;21,44212644;62,61676084
IA;uusi 8395;Suomi;;KM;21436;1;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;91;49;28;;;;;KM 21436_1;#NUM!;#NUM!
IA;uusi 8395;Suomi;;KM;21436;2;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;82;45;27;;;;;KM 21436_2;#NUM!;#NUM!
IA;uusi 8395;Suomi;;KM;21436;4;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;;88;58;29;;;;;KM 21436_4;#NUM!;#NUM!
IA;uusi 8395;Suomi;;KM;21436;9;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;hiekkakivi;87;49;28;;;;;KM 21436_9;#NUM!;#NUM!
IA;uusi 8395;Suomi;;KM;21436;19;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;89;37;25;;;;;KM 21436_19;#NUM!;#NUM!
IA;uusi 8395;Suomi;;KM;21436;64;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;hiekkakivi;73;44;26;;;;;KM 21436_64;#NUM!;#NUM!
IA;uusi 746;Maalahti;Kopparby;KM;21496;;6992939;3223227;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;;;FALSE;kvartsiitti;88;61;37;;;;;KM 21496;21,54210926;62,93417016
IA;1000006834;Tammela;Aronen;KM;21522;;6743704;3310496;102;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;hiekkakivi;88;51;30;;;;;KM 21522;23,51980882;60,75813077
IA;uusi 782;Urjala;Taka-Hollo;KM;21617;;6782998;3301359;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;;;FALSE;hiekkakivi;81;60;36;;;;;KM 21617;23,31203228;61,10560009
IA;1000023573;Hausjärvi;Marinaho;KM;21760;;6743516;3397831;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;kiilleliuske;;;;61;33;11;;KM 21760;25,12091233;60,78843041
IA;uusi 839;Haapajärvi;Eskola;KM;21915;;7072091;3414810;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;;;TRUE;kvartsiitti;86;45;28;;;;;KM 21915;25,27142812;63,73939793
IA;uusi 842;Muonio;Rantapudas;KM;21930;2;7544764;3360595;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;;45;42;8;;;;;KM 21930_2;23,66766576;67,95502878
IA;uusi 139;Pielavesi;Kana-aho;KM;22794;;7023280;3494550;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;vuolukivi;35;35;15;;;;;KM 22794;26,88787491;63,31183285
IA;uusi 154;Tohmajärvi;Nousiala;KM;22871;;6917494;3658326;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;vuolukivi;31;31;11;;;;;KM 22871;30,05213117;62,32929816
IA;uusi 175;Salo;Strömma Sandåkern;KM;23042;;6681649;3272356;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;TRUE;;105;57;37;;;;;KM 23042;22,89289323;60,18269547
IA;1000005567;Laitila;Ali-Pentti;KM;23089;;6765569;3205487;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;100;45;31;;;;;KM 23089;21,56825324;60,88983937
IA;uusi 194;Tuusniemi;Karankaniemi;KM;23172;;6978489;3579910;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;86;52;33;;;;;KM 23172;28,5684271;62,90131825
IA;uusi 195;Nakkila;Kuismala;KM;23173;;6818107;3234756;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;;87;49;35;;;;;KM 23173;22,03186732;61,38023154
IA;uusi 247;Vaasa;Peräluhta;KM;23444;;7012499;3250791;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;kvartsiitti;93;38;18;;;;;KM 23444;22,05318434;63,12891914
IA;1000006840;Tammela;Peltola 2;KM;23588;;6743108;3318931;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Stone artefacts;Fire-striking stone;Fire-striking stone;;Soikea tuluskivi;1;;FALSE;;89;44;26;;;;;KM 23588;23,67481688;60,75671219
IA;uusi 283;Aura;Kivimäki;KM;23711;;6780828;3236419;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Stone spindle whorl;Spindle whorl;;Värttinänpyörä;1;;FALSE;;56;56;13;;;;;KM 23711;22,11490949;61,04804895
