Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Rock type (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;turku132;Linder;128;;;;6665414;3328679;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Kiukainen chisel;;Kiukaisten tasataltta;1;;FALSE;diabaasi;65;33;16;0;0;0;;Linder 128;23,9199378;60,06474047
SA;turku132;Linder;129;;;;6665414;3328679;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;diabaasi;0;0;0;82;69;30;;Linder 129;23,9199378;60,06474047
SA;turku132;Linder;130;;;;6665414;3328679;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Adze-chisel;;Kouru-tasataltta;1;Kaksoistaltta (kouru/tasa);FALSE;diabaasi;0;0;0;89;40;23;Kouru ja tasa-terä sijaitsevat samassa päässä eri lappeilla. ovat oikeastaa yksi ja sama terä.;Linder 130;23,9199378;60,06474047
SA;turku132;Linder;132;;;;6665414;3328679;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Narrow chisel;;Kaitataltta;3;;FALSE;sädekiviliuske;0;0;0;83;24;11;;Linder 132;23,9199378;60,06474047
SA;turku132;Linder;163;;;;6665414;3328679;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;musta liuske;0;0;0;113;49;18;;Linder 163;23,9199378;60,06474047
SA;uusi 170;KM;23020;;Inkoo;Råbacka;6665480;3329738;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;;136;58;38;;;;;KM 23020;23,93887139;60,06577328
SA;uusi 1130;KM;32807;;Kemiönsaari;Solstrand;6665639;3255376;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;kiilleliuske;126;88;36;;;;;KM 32807_;22,60694882;60,02959999
SA;220010041;KM;21919;1;Raasepori;Lillsjön;6665710;3317259;29;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;basaltti;65;36;15;;;;;KM 21919_1;23,71494562;60,06246124
SA;220010041;KM;27023;262;Raasepori;Lillsjön;6665710;3317259;29;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;Riipushioin. urallinen;FALSE;harmaa liuske;84;25;18;;;;;KM 27023_262;23,71494562;60,06246124
SA;220010041;KM;27633;211;Raasepori;Lillsjön;6665710;3317259;29;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Northbothnian axe;;Pohjalainen kirves;2;;FALSE;sädekiviliuske;;;;101;69;35;teräkatkelma;KM 27633_211;23,71494562;60,06246124
SA;220010041;KM;27633;212;Raasepori;Lillsjön;6665710;3317259;29;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;3;;FALSE;diabaasi;;;;86;43;29;keskikatkelma;KM 27633_212;23,71494562;60,06246124
SA;uusi 8360;Nyberg;;;Raasepori;Lillsjön;6665884;3317013;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;Riipushioin. urallinen;FALSE;harmaa kivilaji;0;0;0;70;22;11;;Nyberg;23,71038061;60,06391069
SA;uusi 2562;KM;10828;11;Raasepori;Borgmästars;6665978;3314564;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;musta liuske;;;;124;53;23;;KM 10828_11;23,6663961;60,06365251
SA;uusi 2263;KM;13698;1;Raasepori;Köpskog;6665978;3314564;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;Riipushioin. reiällinen;TRUE;kiilleliuske;113;32;12;;;;;KM 13698_1;23,6663961;60,06365251
SA;1000003859;KM;7905;;Kirkkonummi;Nikus;6666005;3359127;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Kiukainen axe;;Kiukaisten kirves;2;;FALSE;diabaasi;;;;152;56;34;;KM 7905_;24,46570202;60,08163981
SA;220040001;KM;7303;1;Raasepori;Borgmästars;6666013;3314569;29;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa kivilaji;;;;137;24;37;;KM 7303_1;23,66645406;60,06396838
SA;220040001;KM;7303;2;Raasepori;Borgmästars;6666013;3314569;29;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;3;;FALSE;sädekiviliuske;;;;99;9;19;;KM 7303_2;23,66645406;60,06396838
SA;220040001;KM;7303;5;Raasepori;Borgmästars;6666013;3314569;29;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa kivilaji;;;;97;47;28;;KM 7303_5;23,66645406;60,06396838
SA;220010051;KM;27634;136;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;Riipushioin. urallinen;FALSE;kiilleliuske;76;45;10;;;;;KM 27634_136;23,76984484;60,06831532
SA;220010051;KM;28201;344;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;kiilleliuske;74;38;18;;;;;KM 28201_344;23,76984484;60,06831532
SA;220010051;KM;28201;444;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;sädekiviliuske;48;35;6;;;;;KM 28201_444;23,76984484;60,06831532
SA;220010051;KM;28607;370;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;FALSE;kiillegneissi;48;16;7;;;;;KM 28607_370;23,76984484;60,06831532
SA;220010051;KM;28607;411;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;FALSE;musta liuske;37;11;3;;;;;KM 28607_411;23,76984484;60,06831532
SA;40010051;TYA;638;92;Kemiönsaari;Senatsberget 1;6666359;3251385;25;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;harmaa kivilaji;;;;63;53;13;;TYA 638_92;22,53470708;60,03364641
SA;220010049;KM;10957;114;Raasepori;Kroggård;6666369;3315987;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;;;;69;47;18;;KM 10957_114;23,6915531;60,06779732
SA;220010049;KM;12048;;Raasepori;Kroggård;6666369;3315987;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;2;;TRUE;porfyyri;147;47;32;;;;;KM 12048;23,6915531;60,06779732
SA;220010049;KM;14150;1;Raasepori;Kroggård;6666369;3315987;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;musta liuske;;;;76;57;25;;KM 14150_1;23,6915531;60,06779732
SA;220010049;KM;14150;2;Raasepori;Kroggård;6666369;3315987;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Narrow chisel;;Kaitataltta;1;;TRUE;sädekiviliuske;93;21;13;;;;;KM 14150_2;23,6915531;60,06779732
SA;220010050;KM;20872;256;Raasepori;Hagnäs II;6666383;3316108;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;2;;FALSE;pii;26;11;4;;;;iskoksesta retusoitu kärki;KM 20872_256;23,69370982;60,06797707
SA;220010053;KM;27987;1;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;101;50;26;;;;;KM 27987_1;23,68723123;60,06877598
SA;220010053;KM;29984;;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;114;49;31;;;;;KM 29984;23,68723123;60,06877598
SA;220010053;KM;31632;101;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone personal ornament;Slate ring;;Liuskerengas;1;;FALSE;harmaa liuske;;;;44;9;4;;KM 31632_101;23,68723123;60,06877598
SA;220010053;KM;32528;46;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;25;12;3;;;;;KM 32528_46;23,68723123;60,06877598
SA;220010053;KM;32528;64;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;;;;20;12;3;kantakatkelma;KM 32528_64;23,68723123;60,06877598
SA;220010053;KM;32528;149;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;50;30;7;;;;;KM 32528_149;23,68723123;60,06877598
SA;220010053;KM;32528;170;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;sädekiviliuske;30;25;10;;;;;KM 32528_170;23,68723123;60,06877598
SA;220010053;KM;32528;251;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Pyheensilta slate arrowhead;;Liuskenuolenkärki. Pyheensilta;1;;FALSE;harmaa liuske;;;;30;6;5;kärkikatkelma;KM 32528_251;23,68723123;60,06877598
SA;220010053;KM;32528;372;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval arrowhead;Kvartsinuolenkärki;1;;FALSE;kvartsi;;;;15;11;5;kantakatkelma;KM 32528_372;23,68723123;60,06877598
SA;220010053;KM;32528;551;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;;;;26;17;3;kantakatkelma;KM 32528_551;23,68723123;60,06877598
SA;220010053;KM;32528;620;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;;;;26;16;4;;KM 32528_620;23,68723123;60,06877598
SA;220010053;KM;32528;821;Raasepori;Säterigatan;6666490;3315752;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;;;;29;14;5;;KM 32528_821;23,68723123;60,06877598
SA;uusi 4656;KM;7116;1;Inkoo;Degerby;6666532;3341256;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;porfyyri;194;61;27;;;;;KM 7116_1;24,14462047;60,0798274
SA;uusi 1642;KM;20530;;Raasepori;Kila;6666607;3314994;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Narrow-edged axe;;Kapeateräinen kirves;1;;FALSE;kiillegneissi;167;58;42;;;;varttamisurallinen;KM 20530;23,67353601;60,0694829
SA;uusi 2008;KM;16241;;Raasepori;Maasillantie 4;6666693;3315118;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;diabaasi;215;72;;;;;;KM 16241;23,67568153;60,07030946
SA;a119;KM;25792;;Raasepori;Karis Centralgatan 117;6666806;3313501;25;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;;155;57;26;;;;suoraselkäinen;KM 25792;23,6465882;60,07058934
SA;a664;KM;1228;;Kemiönsaari;Söderlångvik;6666814;3245739;;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Finnish chisel;;Eteläsuomalainen tasataltta;1;;FALSE;uraliittiporfyriitti;158;53;28;;;;;KM 1228;22,43317844;60,03426059
SA;149010056;KM;9518;;Inkoo;Malmgård;6666818;3335415;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;TRUE;diabaasi;179;64;38;;;;;KM 9518;24,03959919;60,08008569
SA;uusi 6767;KM;6790;;Inkoo;;6666835;3330785;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Rhombus perforated stone;;Rombimainen reikäkivi;1;;TRUE;harmaa kivilaji;244;88;31;;;;;KM 6790;23,95652585;60,07835161
SA;220010059;KM;10957;45;Raasepori;Landsbromalmen;6666861;3315288;22;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Miniature adze;;Pienoiskourutaltta;1;;TRUE;harmaa liuske;39;15;7;;;;;KM 10957_45;23,67857796;60,07189147
SA;uusi 4591;KM;8969;1;Raasepori;;6666899;3314610;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Rocker-shaped axe;;Kehdonjalaskirves;1;;FALSE;vihreä liuske;;;;114;51;29;;KM 8969_1;23,66638721;60,07192582
SA;uusi 4591;KM;8969;2;Raasepori;;6666899;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;harmaa kivilaji;95;59;32;;;;;KM 8969_2;23,66638721;60,07192582
SA;uusi 4591;KM;8969;3;Raasepori;;6666899;3314610;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;TRUE;diabaasi;83;40;28;;;;;KM 8969_3;23,66638721;60,07192582
SA;uusi 4591;KM;8969;4;Raasepori;;6666899;3314610;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;1;;FALSE;vihreä liuske;89;36;23;;;;suoraselkäinen;KM 8969_4;23,66638721;60,07192582
SA;uusi 4591;KM;8969;5;Raasepori;;6666899;3314610;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;1;;TRUE;diabaasi;106;40;15;;;;suoraselkäinen;KM 8969_5;23,66638721;60,07192582
SA;uusi 4591;KM;8969;6;Raasepori;;6666899;3314610;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Kiukainen adze;;Kiukaisten kourutaltta;2;;TRUE;vihreä liuske;56;34;16;;;;suoraselkäinen;KM 8969_6;23,66638721;60,07192582
SA;turku64;Linder;14;;;;6666899;3314610;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;3;;FALSE;diabaasi;0;0;0;99;56;36;;Linder 14;23,66638721;60,07192582
SA;turku64;Linder;20;;;;6666899;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Other stone artefact;;Kiviesine;1;;FALSE;sädekiviliuske;0;0;0;115;41;28;Ei vaikuta modernilta. mutta ei myöskään minikään vakiintuneeseen kivikautiseen esinetyyppiin.;Linder 20;23,66638721;60,07192582
SA;turku64;Linder;49;;;;6666899;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Other stone artefact;;Kiviesine;1;;FALSE;kiilleliuske;0;0;0;172;49;25;;Linder 49;23,66638721;60,07192582
SA;turku150;Linder;337;;Raasepori;Karjaa;6666899;3314610;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;harmaa kivilaji;122;36;28;0;0;0;käyräselkäinen;Linder 337;23,66638721;60,07192582
SA;turku150;TMM;230;1;Raasepori;Karjaa;6666899;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;TRUE;sädekiviliuske;114;63;3;0;0;0;;TMM 230_1;23,66638721;60,07192582
SA;uusi 4648;KM;7104;5;Raasepori;Isontalon Suurpelto;6666900;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;sädekiviliuske;125;51;22;;;;;KM 7104_5;23,66638631;60,07193478
SA;uusi 4762;KM;7327;32;Raasepori;Karjaa;6666900;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;;;;59;53;21;;KM 7327_32;23,66638631;60,07193478
SA;uusi 4763;KM;7327;33;Raasepori;Karjaa;6666900;3314610;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;2;;FALSE;porfyyri;;;;71;52;28;;KM 7327_33;23,66638631;60,07193478
SA;uusi 4764;KM;7327;34;Raasepori;Karjaa;6666900;3314610;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;FALSE;harmaa kivilaji;;;;77;55;35;;KM 7327_34;23,66638631;60,07193478
SA;uusi 4765;KM;7327;35;Raasepori;Karjaa;6666900;3314610;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;1;;TRUE;musta liuske;112;49;25;;;;käyräselkäinen. varttamisura;KM 7327_35;23,66638631;60,07193478
SA;uusi 2575;KM;10828;6;Raasepori;Jälbäck;6666900;3314610;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;vihreä liuske;74;43;17;;;;;KM 10828_6;23,66638631;60,07193478
SA;uusi 2647;KM;10977;;Raasepori;;6667011;3312152;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;harmaa kivilaji;153;70;31;;;;;KM 10977;23,62221501;60,07181006
SA;149010070;KM;33428;15;Inkoo;Svartnäs;6667025;3329536;24;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;Riipushioin. urallinen;FALSE;harmaa liuske;;;;39;33;10;katkelma;KM 33428_15;23,93396314;60,0795367
SA;uusi 1661;KM;20594;;Raasepori;Tenhola;6667173;3294092;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;2;;FALSE;;142;49;35;;;;;KM 20594;23,29835511;60,06458731
SA;uusi 2473;KM;10702;;Kemiönsaari;;6667204;3246733;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;diabaasi;73;46;24;;;;;KM 10702;22,45047338;60,0383643
SA;uusi 1646;KM;20537;;Raasepori;Naapurinkatu 4;6667281;3314444;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;FALSE;diabaasi;74;50;23;;;;;KM 20537;23,66306475;60,07527353
SA;turku102;Linder;178;;;;6667316;3294292;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;2;;FALSE;porfyriitti;0;0;0;70;40;20;;Linder 178;23,30179532;60,06596853
SA;turku221;TMM;13967;1;Kemiönsaari;Västanfjärd;6667527;3258664;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;Stone artefacts;Stone fishing implement;Net sinker;;Painokivi;1;;TRUE;diabaasi;53;23;22;0;0;0;OK 2010;TMM 13967_1;22,66353803;60,04844278
SA;turku221;TMM;13967;2;Kemiönsaari;Västanfjärd;6667527;3258664;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;;TRUE;kiilleliuske;122;75;28;0;0;0;OK 2010;TMM 13967_2;22,66353803;60,04844278
SA;220010061;KM;20773;;Raasepori;Södra Lövkulla;6667611;3315102;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;1;;FALSE;vihreäliuske;50;16;12;;;;;KM 20773;23,67456575;60,07852792
SA;220010061;KM;20914;58;Raasepori;Södra Lövkulla;6667611;3315102;22;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;sädekiviliuske;;;;52;30;20;teräkatkelma;KM 20914_58;23,67456575;60,07852792
SA;220010061;KM;21382;25;Raasepori;Södra Lövkulla;6667611;3315102;22;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;kiillegneissi;;;;123;52;30;;KM 21382_25;23,67456575;60,07852792
SA;1000015326;TYA;648;1;Kemiönsaari;Misskärr;6667617;3257435;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Stone disc;;Kivikiekko;1;;TRUE;hiekkakivi;80;70;33;;;;;TYA 648_1;22,64143809;60,04852367
